-0.25,-0.5,-0.75,-1.0,-1.25,-1.5,-1.75,-2.0,-2.25,-2.5,-2.75,-3.0,0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0
0.00011736236844258054,7.783844651721403e-8,8.635869859026512e-6,1.331772838977329e-5,2.1502630974806788e-6,2.2423769736643893e-7,1.7894278574569051e-7,1.3007870866483424e-7,5.34273720721423e-8,1.3183134799193692e-8,1.009165381781219e-8,1.0000616528505813e-8,0.0005790422654294771,0.00017112507788024026,2.9678278881700047e-6,0.001716900430120907,6.529010823362126e-5,0.0006815764650757904,0.008663459309620914,0.02456639813695294,0.14131468462889366,0.013461046640044268,0.05940878773056345,0.21129004432946838,0.004233962070205713,0.5350809051075934,0.0419629258695764,0.993559790377847,0.9999999999999696
1.457952854685988e-5,2.3440405674105016e-6,3.128568217976018e-5,9.067439538016009e-8,2.46504872009424e-7,3.6896440722786045e-5,1.104059532452508e-6,4.222919342587089e-7,1.0688488303036954e-8,2.518812210368348e-7,4.921643974350151e-8,4.537867389228066e-7,2.667615380856023e-5,1.0656887502279361e-5,0.013020203002173278,0.0028590158810252175,0.0003966972896831335,1.0380933004450832e-5,0.012134368881047228,0.0013293839067238555,6.055532298302559e-6,0.031453826739703296,0.02747812024200735,0.0011438021356115575,0.08874891658355043,0.5620830163471601,0.0015454722829881448,0.44839302787603064,0.999930480543758
3.015689421979316e-7,3.3394595342507894e-6,7.156837109245436e-6,8.71621862622608e-8,1.229346862768281e-6,3.8939779659906827e-7,1.2063333696228568e-6,6.95238196973449e-8,6.997182628571284e-7,2.5864992409707865e-6,1.1372877700515497e-7,1.0076945487581705e-8,9.845850280217733e-6,0.00034244868564640356,0.00030099459743352085,0.007683618969900052,6.316499872458995e-5,0.00014962732203887627,0.0019165482237671378,0.019158769105438775,0.0002499417578886891,0.0034095406428508858,0.04461739687510767,0.06941731394487162,0.10944496624913579,0.002398352051747824,0.0003535600055437398,0.9958957113984194,0.9999073199099705
1.8793242638369232e-6,3.573878329105305e-5,1.4134627977598394e-5,1.7698467930672351e-6,1.0350907504446234e-6,4.462229874979885e-7,3.731592538417189e-7,6.074781611356182e-6,4.003923384611103e-6,1.0271250523844338e-8,3.534585969138199e-8,2.1700937081752346e-7,3.700799648716414e-5,1.3617301035503363e-5,0.00018886825174155902,0.05714874286885606,3.9646896523163026e-5,0.01424488939872386,3.519250310223481e-5,0.0002853346412742851,0.0003398483063063544,0.010561056254062657,0.045897726334320335,0.11042242542473114,0.2512113008633468,0.11446210491852374,0.9994607740167126,0.999996795983578,0.9999878971446863
3.105664019998704e-6,1.3793468172465456e-6,0.0002776942316364744,2.1902264083427895e-6,0.0022363724778423667,4.490261252948207e-8,1.955308041340074e-6,3.3811294738080277e-7,5.0456752173012154e-5,3.077290097898334e-7,2.512780664859187e-6,5.73697544374678e-8,2.1441413801753787e-7,5.656234630508706e-5,0.000147009054872074,6.102538788418508e-5,0.007358018990559626,0.10155915956502337,0.006844332488157729,0.05285133124831893,0.025095188208042844,0.005327258234415472,0.0004903969443966971,0.29420634106033816,0.015382175301332901,0.01580531668361651,0.006327812723575952,0.999998683301733,0.9999999999999972
1.2276810616728034e-5,4.359365652529763e-6,4.9060414901303345e-5,0.00013591483872361205,3.857724534545233e-6,3.046162960600165e-7,7.086590887292747e-7,6.464692230450958e-8,1.8839554030206906e-7,1.3984195044022048e-8,1.0011900514380151e-8,1.0722117668488895e-8,3.2113396353658435e-7,2.6825299606930724e-5,1.3818565343179266e-5,0.004873441379309108,0.002503200870218611,0.0004623527676983422,0.0033943855730079148,0.000628931051819263,0.00026731422815867744,0.0010409014971032267,0.20675911639306294,0.058941289820246434,0.7194349885472415,0.0010813731573838853,0.23268719947154318,0.02235145647731835,0.2481562974101896
6.796959156690702e-5,7.208910516763463e-6,4.4752712258884235e-6,3.126484435490278e-5,6.284466362408144e-7,1.6988478524598983e-6,6.14580360031002e-8,1.0243872564398536e-6,1.3801216355136994e-8,1.0443760857489826e-8,1.326160125602048e-8,1.180282762690011e-8,9.010676274316078e-7,5.878635767219567e-5,6.365768997803273e-5,0.0005129886220826371,0.0006348539924234584,0.0021346438247114414,0.00436179260837008,5.938638878118434e-5,0.02516533901477146,0.06850019763922849,0.006572705903562653,0.020512653104068888,0.08113701273289071,0.048232775803777155,0.9260372097585284,0.2488217545973637,0.9997740227832613
1.9732136924122545e-6,8.042750342010953e-5,5.342076327617049e-7,2.4061652442497986e-6,6.673154657059755e-7,4.7541561057909116e-6,4.1967546537792464e-8,1.1353803817436568e-8,2.2775452962583787e-7,1.563357340657925e-6,1.0494462847227879e-8,9.818142363440502e-7,3.007678749790554e-6,1.805771067933779e-6,0.0015967559278916553,0.0003145034739609536,0.03111616317827225,3.4014999422446836e-5,0.00016089060300554552,2.8903449420461266e-5,4.5955078122836945e-5,0.09097385099228213,0.00041041494713993414,0.28915699004136536,8.549694293586296e-5,6.667411907881998e-5,0.004992737586960427,0.99996174727497,0.9999999999999998
0.002991967791490828,7.438243635377216e-5,4.2739778485855607e-7,1.9675634676113807e-7,4.997282447909289e-6,6.653352909323306e-7,7.613877497406673e-6,3.6718374628297324e-7,3.924132925399894e-8,1.1876691914917359e-5,1.3489988776955815e-8,1.0008423354388282e-8,4.360243172239452e-5,6.899197363771891e-5,0.0006972062667100868,0.00027939861722574413,0.0036244483793173806,0.0074840439962896394,0.01103031618444959,3.391906550315593e-5,0.0007738418350058084,0.0003836236374275994,0.007032783209616018,0.12825807437562153,0.11237551997813815,0.6704080072506818,0.25724536870861325,0.042207439238598043,0.9817203774711637
